,Hike,Region,Length,gain,highpoint,rating,rating_count,summary,feats,Good for kids,Fall foliage,Rivers,Wildflowers/Meadows,Ridges/passes,Dogs allowed on leash,Mountain views,Old growth,Summits,Waterfalls,Lakes,Established campsites,Dogs not allowed,Wildlife,Coast,summary_score,neg,neu,pos,Lon,Lat
785,Beckler Peak,CENTRAL CASCADES -- STEVENS PASS - WEST,7.6,2240.0,5026.0,4.5,72,hike a re built trail adjacent to the wild sky wilderness the beckler peak trail opened in september of 2011 and with it the jennifer dunn trailhead the trail takes you through an old growth forest to summit views of glacier peak baring index the monte cristo range and evergreen mountain it easy to get to and provides great rewards for your effort the trail has a gentle grade it is well built and suitable for kids be sure to take water with you because there is no reliable water along the trail,"['Mountain views', 'Wildlife', 'Old growth', 'Summits', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9501,0.021,0.789,0.19,-121.2817261,47.7357444
786,Barclay Lake,CENTRAL CASCADES -- STEVENS PASS - WEST,4.4,500.0,2423.0,3.95,82,barclay lake offers something for almost everyone a well maintained trail that is accessible to beginners and children stunning mountain views mycology camping a serene alpine lake and a staging area for challenging adventures in the 106 000 acre wild sky wilderness keep your camera charged as this popular pathway in the shadow of baring mountain offers many photo opportunities,"['Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Old growth', 'Good for kids', 'Lakes', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9189,0.027,0.725,0.249,-121.4281616776077,47.785111549999996
787,Arrowhead Mountain,CENTRAL CASCADES -- STEVENS PASS - EAST,,,6027.0,4.0,3,a technical scramble requiring route finding skills and depending on the time of year avalanche experience,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-120.965375,47.7576139
788,Ames Lake Forest,SNOQUALMIE REGION -- NORTH BEND AREA,,,,,0,with many miles of trails that are being improved by king county parks ames lake forest is a good option for anyone looking to get away from crowds at tolt macdonald keep in mind that this is a watershed though and be certain to keep leave no trace principles in mind in this sensitive area,"['Wildlife', 'Lakes', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6908,0.057,0.807,0.136,,
789,Copper Peak,CENTRAL CASCADES -- ENTIAT MOUNTAINS/LAKE CHELAN,22.0,5700.0,8964.0,,0,the route to copper peak is a class 4 5 and involves exposed climbing gear and experience are recommended,"['Wildflowers/Meadows', 'Mountain views', 'Summits', 'Fall foliage', 'Ridges/passes']",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.076,0.819,0.105,-120.803989,48.1745741
790,Rock Creek - Red Pass Loop,SNOQUALMIE REGION -- SNOQUALMIE PASS,17.0,5600.0,5400.0,5.0,1,this is a long distance day hike that includes unmaintained trails you should be an experienced route finder willing to hike trails less traveled and prepared for a lonely hike you may need crampons and ice axe,"['Mountain views', 'Old growth', 'Rivers', 'Ridges/passes', 'Waterfalls']",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3102,0.104,0.853,0.044,,
791,Tiptop,CENTRAL CASCADES -- BLEWETT PASS,,,4760.0,,0,tiptop is a summit in chelan county during the summer the summit can be driven to via the forest service road but the area also makes a great snowshoeing destination in the winter months,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684,0.0,0.846,0.154,-120.609804,47.4412336
792,Wellington Ghost Town,CENTRAL CASCADES -- STEVENS PASS - WEST,2.0,20.0,3000.0,3.88,8,follow a gentle path along the eastern portion of the iron goat trail near stevens pass once the original path of the great northern railway visit the townsite of wellington later named tye known for the first cascade tunnel and as the site of one of the worst natural disasters in us history,"['Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4767,0.118,0.702,0.18,,
793,Moncton Ghost Town,SNOQUALMIE REGION -- NORTH BEND AREA,2.5,20.0,940.0,,0,stroll a paved path or walk the lakeshore to find the remains of moncton now part of the rattlesnake lake recreation area near north bend moncton was once a stop along the chicago milwaukee st paul pacific railroad also known as the milwaukee road the town became rattlesnake lake in 1915 when masonry dam was constructed on the hillside above,"['Dogs allowed on leash', 'Good for kids', 'Lakes', 'Fall foliage']",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.296,0.037,0.963,0.0,,
794,Pacific Crest Trail (PCT) - Stampede Pass to Windy Pass,SNOQUALMIE REGION -- SNOQUALMIE PASS,24.0,,4500.0,,0,this is a 12 mile traverse of the pacific crest trail pct that makes a great warm up thru hike for the full pct or a nice overnight backpacking trip,"['Ridges/passes', 'Dogs allowed on leash', 'Established campsites', 'Good for kids', 'Lakes', 'Rivers']",1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8316,0.0,0.732,0.268,,
795,Blag Mountain,CENTRAL CASCADES -- LEAVENWORTH AREA,,2300.0,4687.0,,0,blag mountain can be reached via the network of mountain roads there are many abandoned services roads in the area so navigating can be tricky,"['Mountain views', 'Summits', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4939,0.164,0.786,0.05,-120.5096355,47.6019125
796,Teanaway Butte,SNOQUALMIE REGION -- SALMON LA SAC/TEANAWAY,9.4,2300.0,4760.0,3.2,5,teanaway butte is a prominent peak and former fire lookout site with stunning views of the mount stuart range the greater teanaway area and mount rainier this hike is best enjoyed as a snowshoe adventure in winter or a spring hike when other mountain trails are still buried in snow but wildflowers are already blooming in this area,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Summits']",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7845,0.028,0.783,0.189,-120.9374294,47.3316399
797,Mount Howard,CENTRAL CASCADES -- STEVENS PASS - WEST,,,,4.67,3,a hike scramble up mt howard from the snowy creek trailhead,['Summits'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-120.95482,47.8140042
798,Mount Mastiff via Merritt Lake,CENTRAL CASCADES -- STEVENS PASS - EAST,,,,,0,a hike scramble from merritt lake to the summit of mount mastiff climbing gear and experience and route finding skills required,"['Mountain views', 'Summits']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
799,Spada Lake - Culmback Dam,CENTRAL CASCADES -- STEVENS PASS - WEST,1.0,150.0,,3.0,2,culmback dam and spada lake provide lovely retreat off highway 2 just east of sultan and up the sultan basin road spada lake is a source of drinking water so in water activities are prohibited but there are hiking trails that circle the lake and nearby just waiting for your exploration,"['Mountain views', 'Wildlife', 'Good for kids', 'Lakes', 'Dogs allowed on leash']",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.631,0.0,0.882,0.118,,
800,Wallace Falls State Park - Greg Ball Trail to Wallace Lake,CENTRAL CASCADES -- STEVENS PASS - WEST,8.2,1500.0,,3.67,18,the greg ball trail is a trail envisioned by and honoring one of the greatest trail advocates this state has ever had ball was a former board member and director of the wta in 1993 he launched the organization s volunteer trail maintenance program which has since grown into the largest state based program of its kind he designed this trail to wallace lake and it was finished in his memory by volunteers from wta and through support from the spring trail trust,"['Wildlife', 'Established campsites', 'Waterfalls', 'Dogs allowed on leash', 'Good for kids', 'Lakes', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9545,0.0,0.801,0.199,,
801,Mill Gulch Trail,SNOQUALMIE REGION -- CLE ELUM AREA,5.2,900.0,3600.0,,0,the mill gulch trail is open to off road vehicles and hikers and travels through the forest to a ridge overlooking the teanaway,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-120.7153112,47.2574575
802,Poe Mountain via Irving Pass,CENTRAL CASCADES -- STEVENS PASS - EAST,5.0,1800.0,6015.0,3.82,11,one of about six former lookout sites in the stevens pass area poe mountain boasts two different trails to the summit the original steep supply route to the retired fire lookout via a trail rising from the little wenatchee falls campground and the more moderate trail via the irving pass trail irving pass is the recommended route since you spend a significant amount of the hike on the ridge with awesome views both north and south,"['Wildflowers/Meadows', 'Mountain views', 'Summits', 'Fall foliage', 'Ridges/passes']",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,0.029,0.848,0.123,,
803,Lake Margaret,CENTRAL CASCADES,52.4,10800.0,7300.0,,0,follow the popular icicle ridge trail into the alpine lakes wilderness to lake margaret a typical alpine lake margaret features campsites trees boulder fields and granite cliffs there are also fish in the lake available for fishing at the junction with icicle ridge and frosty wildhorse this lake is a great destination for an overnight trip with opportunities to connect to other lakes and trails,"['Mountain views', 'Old growth', 'Lakes', 'Fall foliage', 'Ridges/passes']",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8591,0.0,0.863,0.137,-121.90059803038312,47.76956215
804,Swauk Meadows Snowshoe,CENTRAL CASCADES -- BLEWETT PASS,6.7,,,2.5,2,whether you re looking for a loop or an out and back swauk meadows offers an ideal outing just south of blewett pass,"['Mountain views', 'Wildlife', 'Dogs allowed on leash']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5267,0.0,0.861,0.139,,
805,Dirtyface Ridge Snowshoe,CENTRAL CASCADES -- LEAVENWORTH AREA,1.5,400.0,,,0,dirtyface lookout is a popular early season and summer leg burner climbing 4000 feet feet above lake wenatchee to an old fire lookout the first three quarters of a mile of this trail are a great hike for kids climbing 700 vertical feet to a small waterfall with excellent views of the lake wenatchee basin this shorter route makes for a good snowshoe,"['Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Lakes', 'Waterfalls']",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9022,0.035,0.769,0.196,,
806,Champion Beach,SNOQUALMIE REGION -- NORTH BEND AREA,0.4,50.0,850.0,,0,it a very short walk from the trailhead to champion beach along the way you ll cross a couple of bridges and pass through typical lush middle fork forest the big attraction is the beach though it a big part of the river with beautiful green water and huge rocks there lots of room to spread out and tons of trails that lead away from the main beach,"['Dogs allowed on leash', 'Good for kids', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9201,0.0,0.823,0.177,-75.1105224,38.7147391
807,Buckner Orchard Walk,CENTRAL CASCADES -- ENTIAT MOUNTAINS/LAKE CHELAN,1.6,,1200.0,,0,take a walk around the historic and still operational apple orchard in the stehekin valley,"['Wildflowers/Meadows', 'Mountain views', 'Dogs not allowed', 'Good for kids', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
808,Red Mountain,SNOQUALMIE REGION -- CLE ELUM AREA,12.6,3900.0,5722.0,,0,connect between the kachess ridge trail and fs road 46 as you climb up and over red mountain and past little joe lake the trail climbs steeply up the slopes through a bit of brush and a few places that are hard to follow but the views along the way will make you forget about the challenge pass an old logging road mine lookout site and over ridges that provide sweeping views of the kachess and cle elum lake areas to the south and alpine lakes wilderness to the north,"['Mountain views', 'Old growth', 'Lakes', 'Fall foliage', 'Ridges/passes']",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2732,0.039,0.944,0.016,-121.3891216,47.4562164
809,West Granite Mountain,SNOQUALMIE REGION -- SNOQUALMIE PASS,,,,3.2,5,a climb near granite mountain on the i 90 corridor in winter high avalanche danger exists on this route have gear and expertise navigating in snowy conditions before you go,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5267,0.112,0.888,0.0,,
810,Pacific Crest Trail (PCT) - Stampede Pass to Tacoma Pass,SNOQUALMIE REGION -- SNOQUALMIE PASS,21.2,2330.0,4600.0,,0,follow the pacific crest trail along a lightly used section in the forests south of snoqualmie pass enjoy views old growth forest and in season great huckleberries,"['Wildflowers/Meadows', 'Mountain views', 'Old growth', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872,0.0,0.699,0.301,,
811,Loch Katrine,SNOQUALMIE REGION -- NORTH BEND AREA,7.2,1500.0,3000.0,3.0,1,take a hike through an active working forest to the peaceful loch katrine be aware that this hike is on private property and a day permit is required for entry,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Lakes', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7096,0.0,0.815,0.185,-61.9331934,45.4200219
812,Osprey Park,CENTRAL CASCADES -- STEVENS PASS - WEST,4.0,,,4.0,2,this city of sultan park is tucked away on the edge of town and provides the perfect short escape into the trees and along the sultan river,"['Wildlife', 'Good for kids', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6597,0.0,0.822,0.178,-121.82422882775718,47.87077
813,Crescent Lake,CENTRAL CASCADES -- STEVENS PASS - WEST,2.0,18.0,86.0,1.0,2,an oxbow lake near the snoqualmie river provides bird habitat and a little bit of wandering,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs allowed on leash', 'Good for kids', 'Lakes']",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-122.56887252029898,47.39159425
814,Chair Peak,SNOQUALMIE REGION -- SNOQUALMIE PASS,9.0,,6244.0,,0,a scramble of a peak in the alpine lakes wilderness near i 90 technical gear and expertise required,"['Mountain views', 'Dogs allowed on leash', 'Summits', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-121.4668415,47.4595854
815,Dark Peak,CENTRAL CASCADES -- ENTIAT MOUNTAINS/LAKE CHELAN,16.0,,8513.0,,0,a scramble and climb in the north cascades accessible from the stehekin valley climbing gear and expertise as well as routefinding experience required,"['Mountain views', 'Old growth', 'Summits', 'Lakes', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2732,0.0,0.909,0.091,-120.88149,48.2548517
816,Dandy Pass Road Snowshoe,SNOQUALMIE REGION -- SNOQUALMIE PASS,4.0,700.0,2840.0,,0,this route is in the crystal spring sno park it is along both a motorized and non motorized groomed trail,['Mountain views'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
817,Hurley Road Snowshoe,CENTRAL CASCADES -- BLEWETT PASS,5.0,550.0,3600.0,,0,a quiet roadwalk near blewett pass a good option for those looking for a wide trail with less elevation gain,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7203,0.0,0.714,0.286,,
818,Garfield Ledges,SNOQUALMIE REGION -- NORTH BEND AREA,2.2,830.0,1860.0,4.5,14,built with the help of washington trails association and mountains to sound greenway crews the trail to garfield ledges will offer visitors expansive views of the middle fork valley and a short but steep workout,"['Mountain views', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2144,0.0,0.947,0.053,-121.5337485,47.5562735
819,Hidden Lake (Lake Wenatchee),CENTRAL CASCADES -- STEVENS PASS - EAST,1.6,220.0,2320.0,3.4,15,looking for the perfect first hike for young kids eaten too much bratwurst in leavenworth and need a walk in the woods to settle your stomach want a moderate flat snowshoe with a beautiful winter destination the short trail to hidden lake adjacent to lake wenatchee is the answer to all of these requests,"['Old growth', 'Good for kids', 'Lakes', 'Established campsites']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.836,0.0,0.844,0.156,,
820,Russian Butte View Day Use Area,SNOQUALMIE REGION -- NORTH BEND AREA,0.1,15.0,,,0,a small river access point on the middle fork river road no official trails have been built here yet but river access is just a few feet over an embankment it a bit of a climb so not a great access point for folks who might be having mobility challenges,"['Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7192,0.129,0.842,0.029,,
821,Zig Zag Trail,SNOQUALMIE REGION -- NORTH BEND AREA,,,,2.75,4,this is not an official forest service trail the route is not maintained and requires route finding skills to navigate there is no designated parking area,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296,0.081,0.919,0.0,-121.6559354,47.4298005
822,Yellow Hill,SNOQUALMIE REGION -- SALMON LA SAC/TEANAWAY,7.4,2827.0,5527.0,2.5,8,in the aftermath of the 2017 jolly mountain fire this forest walk to a wonderful viewpoint has become a study in the effects of fire even so the spring flowers are a beautiful contrast and the vista includes mount rainier,"['Wildflowers/Meadows', 'Mountain views']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7964,0.101,0.671,0.229,-120.9915484,47.3260262
823,Wright Mountain,SNOQUALMIE REGION -- SNOQUALMIE PASS,11.4,,5430.0,4.22,9,a scramble up a peak near snow lake climbing gear and experience required,"['Mountain views', 'Summits', 'Lakes']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-121.4678758,47.4799732
824,Windy Pass - Mount Catherine Snowshoe,SNOQUALMIE REGION -- SNOQUALMIE PASS,12.0,2450.0,5052.0,2.5,4,this snowshoe route to windy pass and mount catherine is part of the snoqualmie nordic center trail system,"['Wildlife', 'Summits', 'Dogs not allowed']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,
825,Windy Pass,CENTRAL CASCADES -- LEAVENWORTH AREA,16.0,2800.0,7200.0,5.0,3,take a side trip from lake caroline up to a saddle with gorgeous sweeping views of the alpine lakes wilderness,"['Mountain views', 'Established campsites', 'Ridges/passes', 'Dogs not allowed', 'Lakes', 'Fall foliage']",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6124,0.0,0.81,0.19,-120.8746988,47.552643
826,West Defiance - Putrid Pete's Peak,SNOQUALMIE REGION -- NORTH BEND AREA,5.0,3020.0,5220.0,4.08,13,hike through forest then up steep open slopes to a magnificent ridge top,"['Wildflowers/Meadows', 'Mountain views', 'Summits', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6908,0.0,0.637,0.363,,
827,White River,CENTRAL CASCADES -- STEVENS PASS - EAST,8.2,900.0,2507.0,3.0,6,the white river gets its name from the glacial flour pouring down from the heights of the dakobed range via foam lightning and thunder creeks the milky blue white color is a result of suspended rock particles that have been ground down from the peaks over millennia,"['Mountain views', 'Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4767,0.064,0.936,0.0,-121.8342487,47.1480393
828,West Fork Teanaway River,SNOQUALMIE REGION -- SALMON LA SAC/TEANAWAY,19.2,2800.0,5750.0,2.4,5,hiking through a deep canyon with a riparian zone old growth and cliffs this dramatic trail parallels the river with several crossings in places it climbs high above the river to avoid cliffs and other obstructions in the deep rugged canyon,"['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Established campsites', 'Mountain views', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1027,0.053,0.885,0.062,-120.9588176,47.2649768
